plan
abat
abet
abhor
acquit
admit
allot
annul
appal
aver
bag
ban
bar
barrel
bed
bedim
bedrop
befit
beg
beg
besmut
besot
bespot
bestir
bestud
bet
bethral
betrim
bib
bid
blab
blot
blur
bob
bowel
brag
brim
bud
cabal
cancel
cap
capot
carol
cavil
chap
chap
char
chip
chop
clap
clip
clod
clog
clot
club
cog
commit
compel
complot
con
concur
confer
control
coquet
counsel
cram
crib
crop
crum
cub
cudgel
cup
dab
dam
debar
defer
deisenthral
demit
demur
deter
dim
dip
disannul
discounsel
dishevel
dispel
distil
dog
don
dot
drag
drib
drip
drivel
drop
drub
drug
drum
dub
duel
dun
embar
embowel
emit
empannel
englut
entrap
equal
equip
excel
expel
extil
extol
fag
fan
fat
fib
fin
fit
flag
flam
flap
flat
flit
flog
flop
fob
forestal
fret
fub
fur
gad
gag
gambol
glad
glib
glut
gravel
grin
grovel
grub
gum
gut
hag
handsel
hatchel
hem
hip
hitchel
hop
housel
hovel
hug
hug
hum
hum
hyp
impel
inclip
incur
infer
inship
inter
inthral
jam
jar
jet
jig
job
jog
jog
jug
kennel
kernel
kid
kidnap
knab
knap
knit
knot
lag
lap
level
libel
lop
lug
man
manumit
map
mar
marshal
marvel
mat
miscal
misinfer
mob
model
mop
mud
nab
nap
net
nib
nim
nip
nod
nut
occur
omit
out-wit
outstrip
pad
parcel
pat
patrol
peg
permit
permit
pig
pin
pin
pip
pistol
pit
pit
plan
plat
plod
plot
plug
pod
pommel
pop
pot
prefer
pretermit
prim
prop
propel
pulvil
pun
pup
quarrel
quip
quit
ram
rap
ravel
readmit
rebel
recur
refel
refer
refit
regret
regret
remit
repel
revel
rig
rip
rival
rivel
rivet
rob
rob
rowel
rub
rub
run
sag
sap
scan
scar
scrub
scud
scum
sham
ship
shop
shovel
shrivel
shrub
shrug
shun
sin
sip
sit
skim
skin
skip
slam
slap
slip
slop
slur
smut
snap
snip
snivel
snub
snug
sob
sop
sot
span
spar
spit
spot
sprig
sprit
spur
squab
squat
stab
star
stem
step
stir
stop
stop
strap
strip
strut
stub
stud
stum
stun
stut
submit
sum
sup
swab
swag
swap
swig
swop
tag
tan
tap
tap
tar
ted
thin
throb
thrum
tin
tinsel
tip
top
trammel
transfer
transmit
trap
travel
travel
trepan
trig
trim
trip
trot
tug
tun
tunnel
twin
twit
unbar
unbed
unclog
undam
unfit
unkennel
unknot
unman
unpeg
unpin
unravel
unrig
unrip
unrivet
unstop
unwrap
victual
wad
wag
war
wed
whet
whip
whiz
worship
wrap
get
put
