tight
neat
small
tight
light
new
cheap
dirty
easy
happy
pretty
clever
simple
narrow
large
bald
bold
mad
red
big
tidy
dull
busy
calm
quiet
warm
nice
cold
cool
hot
bright
calm
quiet
cold
cool
cozy
sure
crazy
kind
black
tall
nice
clear
green
short
long
poor
rich
soft
sweet
high
loud
slow
soft
fast
tough
wide
wise
young
big
close
angry
early
funny
heavy
lucky
silly
sunny
ugly
tiny
yellow
fat
sad
thin
wet
blue
fine
pale
close
rude
wide
busy
dry
lucky
sleepy
lazy
cozy
strong
hard
high
late
low
near
soon
early
feeble
vague
fair
far
near
slow
close
shaky
firm
rare
stale
fresh
gentle
soft
mild
rough
sad
huge
dark
brief
noisy
harsh
tender
old
noble
mean
proud
wealthy
sharp
keen
sick
ill
healthy
weak
sour
salty
tense
thick
thin
weak
bare
big
bland
blind
blond
bony
bossy
brief
brisk
bleak
brown
bulky
cheery
chilly
clean
cloudy
clumsy
coarse
crisp
creepy
cute
dark
dear
empty
fancy
flat
fond
frail
frank
fussy
fuzzy
great
grand
gross
grim
grimy
ill
idle
jolly
keen
lean
limp
lone
loose
meek
merry
messy
misty
moist
damp
nasty
oily
odd
pink
petty
plain
plump
posh
prime
proud
puny
pure
rash
ripe
rosy
round
rusty
sad
safe
sane
scary
shady
shiny
sharp
slimy
smart
smug
smug
sparse
staid
stark
steep
stiff
strict
sturdy
subtle
swift
tame
tan
taut
trim
vast
wan
weird
wet
wild
witty
